410,61.1,58.2,58.56
411,60.56,57.41,57.81
412,59.8,56.74,57
413,59.04,56.02,56.51
414,58.84,55.72,56.14
415,58.36,55.2,55.52
416,61.33,59.1,59.45
417,57.76,55.7,56.06
418,57.04,54.9,55.34
419,56.78,54.64,55.04
420,57.57,55.41,55.67
421,56.53,54.31,54.66
422,57.28,55.51,55.85
423,57.59,55.53,55.83
424,55.92,53.76,53.99
425,56.77,54.16,54.4
426,59.77,57.21,57.55
427,57.82,54.97,55.28
428,57.55,55.08,55.46
429,54.87,52.21,52.43
430,58.94,56.34,56.69
431,58.87,56.23,56.58
432,57.57,54.77,55.11
433,56.31,54.56,54.81
434,56.35,53.99,54.35
435,55.75,53.64,53.82
436,55.5,53.37,53.68
437,56.44,54.35,54.56
438,54.63,52.41,52.65
439,56.95,55.02,55.27
440,59.14,57.12,57.4
441,59.24,57.28,57.61
442,59.35,57.64,57.97
443,58.1,56.19,56.51
444,58.83,56.68,57.08
445,61.29,59.43,59.87
446,60.3,58.23,58.75
447,59.93,58.14,58.49
448,61.16,59.33,59.93
449,58.97,57.53,58.06
450,57.45,55.88,56.35
451,56.97,55.36,55.76
452,56.05,54.38,54.77
453,56.55,54.9,55.27
454,58.96,57.37,57.68
455,57.78,56.05,56.45
456,57.03,55.2,55.62
457,58.07,56.11,56.37
458,61.14,58.63,58.97
459,62.09,59.84,60.06
460,60.69,58.21,58.46
461,60.26,57.84,58.07
462,61.44,59.04,59.38
463,59.97,57.3,57.61
464,58.5,56.11,56.27
465,57.23,54.99,55.19
466,59.2,56.79,57.12
467,61.51,58.97,59.24
468,59.65,57.23,57.39
469,60.57,58.08,58.31
470,58.62,56.36,56.68
471,59.59,57.03,57.41
472,59.19,56.62,56.83
473,58.09,55.41,55.75
