449,40.42,37.97,34.77,99.79,2.45
450,41.43,39.2,35.74,99.82,2.23
451,45.8,43.77,40.39,99.83,2.03
452,44.43,42.08,38.56,99.75,2.35
453,40.51,38.03,34.96,99.84,2.48
454,42.55,40.22,37.07,99.83,2.33
455,40.37,37.76,34.62,99.7,2.61
456,39.4,36.72,33.84,99.76,2.68
457,39.91,37.67,34.67,99.9,2.24
458,37.72,35.29,32.11,99.83,2.43
459,39.63,36.88,34.08,99.82,2.75
460,39.82,37.45,34.28,99.82,2.37
461,41.63,39.39,35.91,99.76,2.24
462,43.13,40.69,37.39,99.81,2.44
463,38.45,36.17,33.23,99.8,2.28
464,39.12,36.82,33.77,99.78,2.3
465,37.09,34.53,31.59,99.94,2.56
466,39.77,37.41,34.12,99.84,2.36
467,36.81,34.36,31.36,99.9,2.45
468,39.29,37.05,33.79,99.88,2.24
469,43.21,40.97,37.62,99.87,2.24
470,43.13,40.7,37.49,99.82,2.43
471,42.73,40.61,37.13,99.77,2.12
472,41.24,39.01,35.76,99.81,2.23
473,42.54,40.12,36.88,99.82,2.42
474,39.81,37.66,34.29,99.86,2.15
475,38.2,35.64,32.72,99.79,2.56
476,40.87,38.34,35.29,99.91,2.53
477,40.78,38.34,35.04,99.85,2.44
478,38.35,35.88,32.67,99.88,2.47
479,40.79,38.59,35.43,99.85,2.2
480,43.99,41.87,38.61,99.82,2.12
481,41.12,38.88,35.73,99.82,2.24
482,39.56,37.05,34.18,99.8,2.51
483,40.95,38.55,34.96,99.87,2.4
484,41.68,39.46,36.56,99.91,2.22
485,43.9,41.66,37.97,99.86,2.24
486,41.52,39.15,35.87,99.83,2.37
487,43.86,41.73,38.52,99.83,2.13
488,40.11,37.77,34.66,99.89,2.34
489,39.52,36.97,33.75,99.87,2.55
490,41.52,38.98,35.69,99.87,2.54
491,42.74,40.61,37.16,99.8,2.13
492,40.71,38.39,35.24,99.86,2.32
493,42.79,40.27,36.9,99.88,2.52
494,42.11,39.89,36.23,99.87,2.22
495,43.12,41.1,37.75,99.79,2.02
496,42.16,39.74,36.8,99.81,2.42
497,40.53,38.22,34.96,99.82,2.31
498,39.2,36.54,33.66,99.8,2.66
499,39.74,37.68,34.74,99.77,2.06
500,40.58,38.49,35.52,99.87,2.09
501,40.9,38.52,35.35,99.85,2.38
502,42.62,40.47,37.05,99.8,2.15
503,42.6,40.29,36.75,99.83,2.31
504,39.93,37.49,34.18,99.96,2.44
505,36.39,33.71,30.98,99.8,2.68
506,38.61,36.02,32.88,99.8,2.59
507,38.5,35.94,32.91,99.92,2.56
508,42.79,40.76,37.45,99.79,2.03
509,42.02,39.92,36.47,99.92,2.1
510,39.72,37.05,34.08,99.94,2.67
511,43.04,40.84,37.74,99.87,2.2
512,41.44,38.87,35.69,99.87,2.57
513,38.12,35.58,32.36,99.87,2.54
514,40.45,38.1,35.07,99.82,2.35
515,40.62,38.28,35.15,99.81,2.34
516,43.19,41.06,38.09,99.85,2.13
517,41.1,38.82,35.6,99.81,2.28
518,40.03,37.62,34.33,99.86,2.41
519,38.19,36.07,33.01,99.91,2.12
520,39.92,37.34,34.64,99.85,2.58
521,38.81,36.26,33.26,99.89,2.55
522,38.49,36.14,32.89,99.79,2.35
523,42.99,40.9,37.47,99.87,2.09
524,45.16,43.28,39.97,99.82,1.88
525,41.37,38.89,35.83,99.86,2.48
526,42.01,39.38,36.1,99.85,2.63
527,40.32,37.99,34.64,99.86,2.33
528,38.4,36.04,32.96,99.77,2.36
529,37.71,35.48,32.82,99.85,2.23
530,38.45,36.01,32.89,99.93,2.44
531,42.39,40.27,36.92,99.86,2.12
532,42.32,39.69,36.48,99.89,2.63
533,42.19,39.96,36.58,99.83,2.23
534,37.68,35.06,32.07,99.86,2.62
535,37.64,35.22,32.39,99.84,2.42
536,37.08,34.58,31.62,99.86,2.5
537,39.84,37.53,34.16,99.86,2.31
538,40.02,37.5,34.43,99.89,2.52
539,39.26,36.66,33.44,99.8,2.6
540,43.04,40.59,37.38,99.85,2.45
541,39.87,37.73,34.67,99.56,2.14
542,39.41,36.74,33.67,99.87,2.67
543,39.57,36.96,33.83,99.73,2.61
544,38.53,35.93,32.57,99.89,2.6
545,39.16,36.31,33.26,99.87,2.85
546,39.73,37.18,34.07,99.93,2.55
547,42.04,39.52,36.24,99.88,2.52
548,42.64,40.04,36.68,99.9,2.6
549,39.8,37.31,34.3,99.93,2.49
550,43,40.75,37.28,99.88,2.25
551,43.27,41.06,37.52,99.85,2.21
552,41.1,38.45,35.31,99.93,2.65
553,40.08,37.4,34.35,99.9,2.68
554,41.78,39.55,36.06,99.85,2.23
555,39.72,37.05,33.95,99.88,2.67
556,39.77,37.33,34.34,99.91,2.44
